Institute,Program,Quota,Seat Type,Gender,OR,CR
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,4421.0,4726.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,17087.0,30151.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),29340.0,31168.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1927.0,1960.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4655.0,5276.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,8343.0,12383.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),11386.0,11386.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,SC,Gender-Neutral,6201.0,8315.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,ST,Gender-Neutral,1706.0,3767.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,11064.0,27829.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),17401.0,28218.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,524.0,1488.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4247.0,5115.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),4619.0,5072.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,7709.0,11779.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8468.0,13095.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,695.0,869.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,5044.0,8104.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),5956.0,6784.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,103.0,103.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1427.0,3688.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),3044.0,3044.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,26878.0,38934.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),31459.0,35012.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,2145.0,2145.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,6317.0,6623.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13003.0,15280.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),14500.0,14643.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,6921.0,9336.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),7935.0,7935.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3122.0,4083.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,14349.0,21987.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),14659.0,28372.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1485.0,1529.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),1238.0,1238.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3285.0,3646.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),5214.0,5382.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,5833.0,9294.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),11266.0,13356.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,741.0,766.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3763.0,6046.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3502.0,6840.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2532.0,3236.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),3944.0,4387.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,22404.0,23671.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),29158.0,30854.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1297.0,1297.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3745.0,3821.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),5383.0,5383.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,9367.0,10166.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),11639.0,13599.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,791.0,791.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,4178.0,6928.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),7428.0,7428.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,3302.0,3489.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4501.0,9270.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),13241.0,15613.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,236.0,331.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),729.0,729.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1287.0,1554.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2477.0,2783.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,100.0,100.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2577.0,3725.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5375.0,8771.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,191.0,191.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1534.0,2472.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2845.0,4163.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,741.0,1101.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1300.0,1903.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,672.0,5378.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),3098.0,10101.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,116.0,208.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),581.0,581.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,696.0,953.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1683.0,2029.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,62.0,62.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1178.0,2424.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2893.0,4539.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,84.0,94.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,321.0,1335.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1819.0,2714.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,22.0,47.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,207.0,654.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),859.0,1187.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,3483.0,5780.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),10320.0,10455.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,319.0,319.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,956.0,1000.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2373.0,2373.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2439.0,2598.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4727.0,4841.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,187.0,187.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,SC,Gender-Neutral,1080.0,1514.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2744.0,2744.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,ST,Gender-Neutral,679.0,766.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1228.0,1228.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Gender-Neutral,21555.0,33695.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,EWS,Gender-Neutral,5811.0,6579.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL,Gender-Neutral,10554.0,11813.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,1165.0,1165.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,SC,Gender-Neutral,6400.0,7472.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,ST,Gender-Neutral,2512.0,2512.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Gender-Neutral,20021.0,32242.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,1012.0,1012.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,EWS,Gender-Neutral,5720.0,6153.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL,Gender-Neutral,10691.0,11225.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,SC,Gender-Neutral,4531.0,6518.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,ST,Gender-Neutral,2550.0,2763.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10753.0,16986.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11974.0,18398.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,488.0,488.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),865.0,865.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2499.0,2879.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3242.0,3366.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4251.0,6457.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6751.0,7604.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,361.0,361.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2169.0,3743.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4140.0,5572.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1238.0,1710.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2285.0,2285.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Gender-Neutral,10931.0,21779.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,1083.0,1083.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,EWS,Gender-Neutral,3269.0,4185.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL,Gender-Neutral,7865.0,9236.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,452.0,452.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,SC,Gender-Neutral,3923.0,4502.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, B.Tech & M.Tech (Dual Degree))",AI,ST,Gender-Neutral,1652.0,2167.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,8539.0,17188.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),10596.0,19586.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,784.0,784.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2576.0,2895.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3297.0,3297.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4218.0,6915.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8289.0,8542.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,396.0,396.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,SC,Gender-Neutral,2029.0,3874.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4862.0,4862.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,ST,Gender-Neutral,1662.0,1817.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2556.0,2556.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,16473.0,26657.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),18674.0,26978.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,928.0,1993.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4114.0,4745.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),4656.0,5018.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,7301.0,9893.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),9139.0,11829.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,4285.0,5731.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),5999.0,6325.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1070.0,2343.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2813.0,2908.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,33030.0,46172.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),31986.0,46040.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,7539.0,7708.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),8950.0,9595.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13436.0,15881.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),13549.0,17991.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,6300.0,8868.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),8863.0,9566.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2778.0,3693.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),4700.0,4700.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,37317.0,46080.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),36898.0,46008.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1725.0,1725.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,EWS,Gender-Neutral,7714.0,9113.0
