Institute,Program,Seat Type,Gender,OR,CR
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),3330,4401
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",OPEN (PwD),Gender-Neutral,120,120
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,247,401
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),1058,1147
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,662,980
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),2312,3002
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,260,507
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),965,1260
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,216,296
IIT Delhi,"Mechanical Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),735,735
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",OPEN,Gender-Neutral,1928,3589
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),6668,9192
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",EWS,Gender-Neutral,542,828
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2306,2688
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1004,2156
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),5313,5549
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",SC,Gender-Neutral,918,1312
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",SC,Female-only (including Supernumerary),2146,2562
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",ST,Gender-Neutral,515,742
IIT Delhi,"Production and Industrial Engineering
(4 Years, B. Tech)",ST,Female-only (including Supernumerary),1127,1127
IIT Delhi,"Textile Technology (4 Years, B. Tech)",OPEN,Gender-Neutral,4097,5796
IIT Delhi,"Textile Technology (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),8455,12034
IIT Delhi,"Textile Technology (4 Years, B. Tech)",EWS,Gender-Neutral,949,1052
IIT Delhi,"Textile Technology (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2313,2677
IIT Delhi,"Textile Technology (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2266,2972
IIT Delhi,"Textile Technology (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),5898,7164
IIT Delhi,"Textile Technology (4 Years, B. Tech)",SC,Gender-Neutral,1424,1759
IIT Delhi,"Textile Technology (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2606,2873
IIT Delhi,"Textile Technology (4 Years, B. Tech)",ST,Gender-Neutral,995,1093
IIT Delhi,"Textile Technology (4 Years, B. Tech)",ST,Female-only (including Supernumerary),960,960
IIT Indore,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,8276,10568
IIT Indore,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),14765,16532
IIT Indore,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1528,1623
IIT Indore,"Civil Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2739,2739
IIT Indore,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3130,3569
IIT Indore,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),6561,7648
IIT Indore,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1799,1975
IIT Indore,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2565,2701
IIT Indore,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,550,637
IIT Indore,"Civil Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),1173,1173
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,671,1204
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),2102,2765
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Gender-Neutral,29,60
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,132,216
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),324,380
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,345,537
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),782,866
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,17,17
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Female-only (including Supernumerary),28,28
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,176,270
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),583,600
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,84,122
IIT Indore,"Computer Science and Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),227,227
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,2305,3828
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),5293,7458
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,171,183
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,480,578
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1084,1096
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1235,1613
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),2613,4154
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,557,946
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),1611,1789
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,420,558
IIT Indore,"Electrical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),866,866
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,5052,7509
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),11083,14751
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",OPEN (PwD),Gender-Neutral,142,142
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,1190,1292
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),2729,2735
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,2106,2959
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),5539,6469
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,1250,1630
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),2571,2677
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,746,857
IIT Indore,"Mechanical Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),1332,1332
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",OPEN,Gender-Neutral,8980,11310
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),15777,18446
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",EWS,Gender-Neutral,1618,1884
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3127,3127
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3340,4105
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7274,7925
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",SC,Gender-Neutral,1826,2357
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2825,3305
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",ST,Gender-Neutral,1029,1115
IIT Indore,"Metallurgical Engineering and
Materials Science (4 Years, B. Tech)",ST,Female-only (including Supernumerary),48,48
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,3455,5297
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),9575,10155
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,935,976
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),1978,1978
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,1590,2302
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),4389,4659
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,546,1036
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),1887,1887
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,523,693
IIT Kharagpur,"Aerospace Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),837,837
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,4382,5687
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),11128,12031
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,950,996
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2202,2445
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),5327,5327
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1101,1116
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),1616,1616
IIT Kharagpur,"Aerospace Engineering (5 Years, B.
Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,719,719
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,7341,9008
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),15051,16279
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,1439,1562
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),2805,2805
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,3197,3865
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7053,7429
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",SC,Gender-Neutral,1724,2093
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),3248,3248
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",ST,Gender-Neutral,1062,1098
IIT Kharagpur,"Agricultural and Food Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),1046,1046
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Gender-Neutral,9295,11268
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),17273,18441
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Gender-Neutral,1584,1832
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),3198,3198
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,3935,4219
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),8280,8872
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Gender-Neutral,2116,2332
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3296,3296
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Gender-Neutral,1163,1263
IIT Kharagpur,"AgriculturalandFoodEngineeringwith
M.Tech. in any of the listed
specializations (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Female-only (including Supernumerary),1526,1526
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",OPEN,Gender-Neutral,2846,13114
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",OPEN,Female-only (including Supernumerary),19571,20888
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",EWS,Gender-Neutral,2049,2181
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",EWS,Female-only (including Supernumerary),3876,3876
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",OBC-NCL,Gender-Neutral,4333,5079
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",OBC-NCL,Female-only (including Supernumerary),8547,8841
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",SC,Gender-Neutral,2652,2902
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",SC,Female-only (including Supernumerary),3885,3885
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",ST,Gender-Neutral,1292,1470
IIT Kharagpur,"Applied Geology (4 Years, Bachelor of
Science)",ST,Female-only (including Supernumerary),356,356
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",OPEN,Gender-Neutral,8632,17664
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",OPEN,Female-only (including Supernumerary),21365,24641
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",EWS,Gender-Neutral,2581,2610
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",EWS,Female-only (including Supernumerary),4864,4864
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",OBC-NCL,Gender-Neutral,5236,6057
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",SC,Gender-Neutral,1892,3120
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",SC,Female-only (including Supernumerary),3970,3970
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",ST,Gender-Neutral,1247,1297
IIT Kharagpur,"Architecture (5 Years, Bachelor of
Architecture)",ST,Female-only (including Supernumerary),1539,1539
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,6407,7751
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),12620,13070
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1418,1437
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2395,2395
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2765,3252
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),6644,6644
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1448,1785
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3167,3167
IIT Kharagpur,"Biotechnology and Biochemical
Engineering (4 Years, B. Tech)",ST,Gender-Neutral,120,942
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",OPEN,Gender-Neutral,7606,9330
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",OPEN,Female-only (including Supernumerary),13568,15908
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",EWS,Gender-Neutral,1560,1806
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",OBC-NCL,Gender-Neutral,3549,3979
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),6999,6999
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",SC,Gender-Neutral,824,2045
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",SC,Female-only (including Supernumerary),3052,3052
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",ST,Gender-Neutral,1009,1241
IIT Kharagpur,"Biotechnology and Biochemical
Engineering(5Years, B. Tech-M.Tech
Dual Deg.)",ST,Female-only (including Supernumerary),846,846
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,3659,4846
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),6608,9398
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,696,916
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1676,1676
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1219,2197
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),4130,4535
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,715,1240
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),1631,1908
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,477,669
IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),687,687
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OPEN,Gender-Neutral,5539,6048
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),11606,11736
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",EWS,Gender-Neutral,1039,1179
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),2098,2098
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2380,2749
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),5640,5932
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",SC,Gender-Neutral,1368,1520
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),2038,2038
IIT Kharagpur,"ChemicalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",ST,Gender-Neutral,771,821
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",OPEN,Gender-Neutral,9073,12252
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",OPEN,Female-only (including Supernumerary),18558,19659
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",EWS,Gender-Neutral,1708,2059
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",EWS,Female-only (including Supernumerary),3854,3854
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",OBC-NCL,Gender-Neutral,3639,4635
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",OBC-NCL,Female-only (including Supernumerary),7527,8916
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",SC,Gender-Neutral,2350,2816
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",SC,Female-only (including Supernumerary),3545,3545
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",ST,Gender-Neutral,1164,1461
IIT Kharagpur,"Chemistry (4 Years, Bachelor of
Science)",ST,Female-only (including Supernumerary),1398,1398
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,4479,6556
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),12287,13117
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,906,1207
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1972,1972
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1880,2670
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),5441,5583
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,240,1418
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),1909,2302
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,476,508
IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),817,817
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Gender-Neutral,5776,7540
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),15715,16354
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Gender-Neutral,1111,1282
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2701,3074
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),6300,6591
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Gender-Neutral,1488,1659
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),2316,2316
IIT Kharagpur,"CivilEngineeringwithanyofthelisted
specialization (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Gender-Neutral,528,655
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,112,303
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),778,905
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Gender-Neutral,14,17
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Female-only (including Supernumerary),45,45
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,35,52
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",EWS (PwD),Gender-Neutral,7,7
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,89,138
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),250,353
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,10,10
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Female-only (including Supernumerary),49,49
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,47,85
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),131,147
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",SC (PwD),Gender-Neutral,5,5
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,29,39
IIT Kharagpur,"Computer Science and Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),140,140
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,319,526
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),982,1256
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN (PwD),Gender-Neutral,36,36
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,83,102
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),360,360
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,153,326
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),752,914
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL (PwD),Gender-Neutral,16,16
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,59,143
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),338,510
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,50,79
IIT Kharagpur,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (including Supernumerary),280,280
IIT Kharagpur,"Economics (4 Years, Bachelor of
Science)",OPEN,Gender-Neutral,4262,6173
IIT Kharagpur,"Economics (4 Years, Bachelor of
Science)",OPEN,Female-only (including Supernumerary),7712,9527
