Institute,Program,Seat Type,Gender,OR,CR
IIT Madras,"Physics (5 Years, Bachelor of Science
and Master of Science (Dual Degree))",SC,Gender-Neutral,1324,1624
IIT Madras,"Physics (5 Years, Bachelor of Science
and Master of Science (Dual Degree))",ST,Gender-Neutral,1060,1060
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,5991,9270
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),14421,14914
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1429,1679
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2748,2748
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3391,4031
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),5743,7184
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1844,2158
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2784,3005
IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1143,1154
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,9672,11217
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),15577,17470
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1590,1741
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3823,4170
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7248,7656
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1961,2286
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3004,3004
IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,681,686
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,1201,1366
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),3000,3277
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,191,225
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),475,475
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",EWS (PwD),Gender-Neutral,20,20
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,446,623
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),1078,1098
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,18,18
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,185,332
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),737,758
IIT Gandhinagar,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,126,127
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,1444,2008
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),3809,4376
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN (PwD),Gender-Neutral,92,92
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,367,392
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,631,728
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),2969,2969
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,538,631
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),1167,1167
IIT Gandhinagar,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,244,244
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,2858,4127
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),5902,7522
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,174,174
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,635,809
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1261,1261
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1453,1904
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),4399,4443
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,827,1144
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2089,2223
IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,514,652
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OPEN,Gender-Neutral,4238,5416
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),9406,10297
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",EWS,Gender-Neutral,946,1044
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,1964,2469
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),4745,4745
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",SC,Gender-Neutral,1277,1516
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),2550,2550
IIT Gandhinagar,"ElectricalEngineering(5Years, B.Tech
- M.Tech Dual Deg.)",ST,Gender-Neutral,702,702
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,10162,11707
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),12838,15820
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,1785,1837
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,4218,4875
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),8826,8826
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,2574,2697
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),3634,3634
IIT Gandhinagar,"Materials Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,1233,1319
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,5303,7223
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),10316,12243
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,1136,1348
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),2745,2745
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,2744,3215
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),6495,7249
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,1540,1800
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),2781,3148
IIT Gandhinagar,"Mechanical Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,731,895
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",OPEN,Gender-Neutral,3026,3702
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),6715,8195
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",EWS,Gender-Neutral,458,492
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1253,1253
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1065,1406
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),3148,3447
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,55,55
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",SC,Gender-Neutral,649,705
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",SC,Female-only (including Supernumerary),1287,1287
IIT Patna,"ArtificialIntelligenceand DataScience
(4 Years, B. Tech)",ST,Gender-Neutral,327,455
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,11094,12874
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),18286,20164
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1772,2099
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3023,3023
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3932,4722
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7909,8166
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2141,2592
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3262,3358
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1091,1195
IIT Patna,"Chemical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),1418,1418
IIT Patna,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,11417,13741
IIT Patna,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),20691,21802
IIT Patna,"Civil Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,189,189
IIT Patna,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1898,2170
IIT Patna,"Civil Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3231,3231
IIT Patna,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3699,4715
IIT Patna,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7614,8109
IIT Patna,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1989,2365
IIT Patna,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3367,3394
IIT Patna,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,766,941
IIT Patna,"Civil Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),1317,1317
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,1491,2685
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),4458,6130
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Gender-Neutral,101,121
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Female-only (including Supernumerary),131,131
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,303,415
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),1020,1020
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,571,1007
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),2463,2784
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,50,50
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,286,630
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),845,1366
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,203,324
IIT Patna,"Computer Science and Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),462,462
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",OPEN,Gender-Neutral,5453,7028
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),10402,12123
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",EWS,Gender-Neutral,992,1125
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1942,2038
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1686,2386
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),4711,5616
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",SC,Gender-Neutral,1146,1574
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",SC,Female-only (including Supernumerary),2122,2478
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",ST,Gender-Neutral,611,779
IIT Patna,"Electrical and Electronics Engineering
(4 Years, B. Tech)",ST,Female-only (including Supernumerary),1208,1208
IIT Patna,"Engineering Physics (4 Years, B. Tech)",OPEN,Gender-Neutral,11037,12318
IIT Patna,"Engineering Physics (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),20984,22268
IIT Patna,"Engineering Physics (4 Years, B. Tech)",EWS,Gender-Neutral,1883,2103
IIT Patna,"Engineering Physics (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3573,3573
IIT Patna,"Engineering Physics (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,4460,4920
IIT Patna,"Engineering Physics (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),8131,8874
IIT Patna,"Engineering Physics (4 Years, B. Tech)",SC,Gender-Neutral,2293,2786
IIT Patna,"Engineering Physics (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3458,3458
IIT Patna,"Engineering Physics (4 Years, B. Tech)",ST,Gender-Neutral,1316,1355
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",OPEN,Gender-Neutral,4009,5785
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",OPEN,Female-only (including Supernumerary),6970,10027
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",EWS,Gender-Neutral,743,895
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",EWS,Female-only (including Supernumerary),1778,1778
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",OBC-NCL,Gender-Neutral,1628,2152
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",OBC-NCL,Female-only (including Supernumerary),4548,5503
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",SC,Gender-Neutral,1159,1501
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",SC,Female-only (including Supernumerary),1894,1894
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",ST,Gender-Neutral,600,668
IIT Patna,"Mathematics andComputing (4Years,
Bachelor of Science)",ST,Female-only (including Supernumerary),1126,1126
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,8251,10861
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),17672,19143
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,1531,1754
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),3097,3116
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,2836,3858
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),6213,7886
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,1687,2108
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),2967,3290
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,962,1028
IIT Patna,"Mechanical Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),1532,1532
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,13803,14895
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),22511,23213
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,2148,2226
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3889,3889
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,4886,5285
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),9006,9006
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2387,2793
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3520,3520
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1272,1336
IIT Patna,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),336,336
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",OPEN,Gender-Neutral,15376,17464
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",OPEN,Female-only (including Supernumerary),9537,24098
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",EWS,Gender-Neutral,2595,2804
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",EWS,Female-only (including Supernumerary),4162,4162
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",OBC-NCL,Gender-Neutral,4541,5783
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",OBC-NCL,Female-only (including Supernumerary),6716,6716
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",SC,Gender-Neutral,2751,3162
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",SC,Female-only (including Supernumerary),2808,2808
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",ST,Gender-Neutral,892,1382
IIT Roorkee,"Architecture (5 Years, Bachelor of
Architecture)",ST,Female-only (including Supernumerary),719,719
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",OPEN,Gender-Neutral,6480,7855
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),10909,13326
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",EWS,Gender-Neutral,1295,1443
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),2689,2689
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,3014,3393
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),6943,7360
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",SC,Gender-Neutral,1811,1949
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),2961,2961
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",ST,Gender-Neutral,1139,1168
IIT Roorkee,"Biosciences and Bioengineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),1285,1285
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,4222,5075
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),5930,10128
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,615,939
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1455,1779
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1663,2307
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),4555,5335
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1086,1338
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),1588,2023
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,645,883
IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),839,1080
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OPEN,Gender-Neutral,10145,12342
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OPEN,Female-only (including Supernumerary),18073,19536
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",EWS,Gender-Neutral,1836,1961
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",EWS,Female-only (including Supernumerary),3786,3786
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OBC-NCL,Gender-Neutral,3087,4884
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OBC-NCL,Female-only (including Supernumerary),8639,8708
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",SC,Gender-Neutral,1510,2463
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",SC,Female-only (including Supernumerary),3445,3445
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",ST,Gender-Neutral,1135,1228
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,4433,6853
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),8677,13274
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,926,1198
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2120,2278
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1801,2811
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),4495,6037
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1011,1378
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),671,2517
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,172,375
IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),293,801
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,271,413
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),1011,1463
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Gender-Neutral,18,26
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Female-only (including Supernumerary),80,80
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,53,75
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),178,186
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,156,213
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),488,611
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,11,11
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,84,123
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),375,454
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",SC (PwD),Gender-Neutral,4,4
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,15,60
IIT Roorkee,"Computer Science and Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),128,183
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",OPEN,Gender-Neutral,535,822
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),1493,2228
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,88,88
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",EWS,Gender-Neutral,151,158
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",EWS,Female-only (including Supernumerary),323,323
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",OBC-NCL,Gender-Neutral,328,416
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),780,1108
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",SC,Gender-Neutral,196,288
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",SC,Female-only (including Supernumerary),638,638
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",ST,Gender-Neutral,103,130
IIT Roorkee,"DataScienceand ArtificialIntelligence
(4 Years, B. Tech)",ST,Female-only (including Supernumerary),235,235
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OPEN,Gender-Neutral,5322,6382
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OPEN,Female-only (including Supernumerary),9725,11071
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",EWS,Gender-Neutral,914,1173
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",EWS,Female-only (including Supernumerary),2283,2283
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OBC-NCL,Gender-Neutral,2838,3227
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",OBC-NCL,Female-only (including Supernumerary),6814,7103
IIT Roorkee,"Economics (5 Years, Bachelor of
Science and Master of Science (Dual
Degree))",SC,Gender-Neutral,1913,2088
