Institute,Program,Seat Type,Gender,OR,CR
IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,Gender-Neutral,2744,2746
IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,Gender-Neutral,1233,1233
IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,"Female-only (including
Supernumerary)",1514,1514
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,Gender-Neutral,15346,16123
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,"Female-only (including
Supernumerary)",22009,22009
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,Gender-Neutral,2642,2658
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,"Female-only (including
Supernumerary)",4349,4349
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,Gender-Neutral,5601,5991
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,Gender-Neutral,2749,2749
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,"Female-only (including
Supernumerary)",3584,3584
IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,Gender-Neutral,1154,1154
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1529,3101
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",3423,5206
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,102,102
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)","OPEN
(PwD)","Female-only (including
Supernumerary)",198,198
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,340,367
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",792,792
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,664,1134
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",1833,2291
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)","OBC-NCL
(PwD)",Gender-Neutral,41,41
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",SC,Gender-Neutral,308,651
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",1035,1056
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",ST,Gender-Neutral,159,268
IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",466,466
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",OPEN,Gender-Neutral,3287,3468
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",OPEN,"Female-only (including
Supernumerary)",7882,7882
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)","OPEN
(PwD)",Gender-Neutral,132,132
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",EWS,Gender-Neutral,457,457
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",OBC-NCL,Gender-Neutral,1148,1284
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",OBC-NCL,"Female-only (including
Supernumerary)",2763,2763
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",SC,Gender-Neutral,747,747
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",ST,Gender-Neutral,212,212
IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech
- M. Tech Dual Deg.)",ST,"Female-only (including
Supernumerary)",601,601
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,Gender-Neutral,7414,7902
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,"Female-only (including
Supernumerary)",15560,15560
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,Gender-Neutral,1345,1345
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,"Female-only (including
Supernumerary)",2747,2747
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2891,3014
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,"Female-only (including
Supernumerary)",5790,5790
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",SC,Gender-Neutral,1977,1977
IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics
and Drives (5 Years, B. Tech - M. Tech Dual Deg.)",ST,Gender-Neutral,767,767
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,5193,7714
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",10066,12898
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,150,150
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1046,1225
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",1880,1880
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2114,2692
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",3404,4912
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1242,1765
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",2431,2431
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,511,599
IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",1022,1022
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,3088,5190
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",7181,8719
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,145,145
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)","OPEN
(PwD)","Female-only (including
Supernumerary)",202,202
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,617,657
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",1369,1369
IIT Bhubaneswar,Electronics and Communication Engineering (4,OBC-NCL,Gender-Neutral,1407,2001
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",2405,2954
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)","OBC-NCL
(PwD)",Gender-Neutral,21,21
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",SC,Gender-Neutral,726,1220
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",SC,"Female-only (including
Supernumerary)",1419,1480
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",ST,Gender-Neutral,373,441
IIT Bhubaneswar,"Electronics and Communication Engineering (4
Years, B. Tech)",ST,"Female-only (including
Supernumerary)",1021,1021
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,7844,10826
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",14914,17907
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1488,1754
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",3204,3204
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3064,3847
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",5563,7075
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1971,2294
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",2245,2280
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,823,834
IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",1516,1516
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",OPEN,Gender-Neutral,10414,11379
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",OPEN,"Female-only (including
Supernumerary)",18777,18777
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",EWS,Gender-Neutral,1786,1786
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",OBC-NCL,Gender-Neutral,3814,4255
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",OBC-NCL,"Female-only (including
Supernumerary)",8565,8565
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",SC,Gender-Neutral,2031,2324
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical
System Design (5 Years, B. Tech - M. Tech Dual
Deg.)",ST,Gender-Neutral,933,1277
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",OPEN,Gender-Neutral,11483,13116
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",OPEN,"Female-only (including
Supernumerary)",20126,20126
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",EWS,Gender-Neutral,2151,2151
IIT Bhubaneswar,Mechanical Engineering and M. Tech. in Thermal,OBC-NCL,Gender-Neutral,4181,4298
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",OBC-NCL,"Female-only (including
Supernumerary)",7937,7937
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",SC,Gender-Neutral,2446,2446
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",SC,"Female-only (including
Supernumerary)",4323,4323
IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal
Science & Engineering (5 Years, B. Tech - M. Tech
Dual Deg.)",ST,Gender-Neutral,1307,1307
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",OPEN,Gender-Neutral,11643,12505
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",OPEN,"Female-only (including
Supernumerary)",18956,18956
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",EWS,Gender-Neutral,1799,2254
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4453,4490
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",SC,Gender-Neutral,2442,2442
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",SC,"Female-only (including
Supernumerary)",3393,3393
IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in
Manufacturing Engineering (5 Years, B. Tech - M.
Tech Dual Deg.)",ST,Gender-Neutral,1280,1280
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,12432,15792
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",OPEN,"Female-only (including
Supernumerary)",21407,22377
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,2315,2315
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",EWS,"Female-only (including
Supernumerary)",3847,3847
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,4741,5667
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",OBC-NCL,"Female-only (including
Supernumerary)",7176,7176
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,2860,3045
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",SC,"Female-only (including
Supernumerary)",3949,3949
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,1240,1240
IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B.
Tech)",ST,"Female-only (including
Supernumerary)",1529,1529
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",OPEN,Gender-Neutral,15676,16257
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",OPEN,"Female-only (including
Supernumerary)",23463,23463
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",EWS,Gender-Neutral,2649,2744
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",OBC-NCL,Gender-Neutral,5807,5808
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",SC,Gender-Neutral,2910,3153
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",ST,Gender-Neutral,1398,1398
IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B.
Tech - M. Tech Dual Deg.)",ST,"Female-only (including
Supernumerary)",101,101
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,772,2694
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",3713,4647
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,49,49
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)","OPEN
(PwD)","Female-only (including
Supernumerary)",104,104
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,501,642
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",1172,1241
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,544,1588
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",1692,3689
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)","OBC-NCL
(PwD)",Gender-Neutral,74,74
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",SC,Gender-Neutral,59,952
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",1156,1926
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",ST,Gender-Neutral,227,475
IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",365,365
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,1059,1704
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,"Female-only (including
Supernumerary)",2702,3173
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,652,876
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,1101,1779
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OBC-NCL,"Female-only (including
Supernumerary)",2823,2823
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,Gender-Neutral,245,570
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,"Female-only (including
Supernumerary)",2249,2249
IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",ST,Gender-Neutral,579,579
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1509,2824
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",3069,5426
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,143,179
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,385,549
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",1465,1647
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,20,20
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,542,1449
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",1961,3421
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,154,936
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",664,1655
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,142,487
IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",402,502
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,5243,9064
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,"Female-only (including
Supernumerary)",14327,14929
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)","OPEN
(PwD)",Gender-Neutral,234,234
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1244,1685
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",EWS,"Female-only (including
Supernumerary)",2924,2924
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,2800,4004
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,"Female-only (including
Supernumerary)",6818,6843
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,Gender-Neutral,1610,2321
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,"Female-only (including
Supernumerary)",2890,2890
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",ST,Gender-Neutral,1306,1367
IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",ST,"Female-only (including
Supernumerary)",1226,1226
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,2290,4371
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",6178,7857
IIT Bombay,"Civil Engineering (4 Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,158,69
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,590,854
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",1855,2162
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1078,2034
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",1854,4500
IIT Bombay,"Civil Engineering (4 Years, B. Tech)","OBC-NCL
(PwD)",Gender-Neutral,65,65
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,550,1115
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",1478,1796
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,217,335
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",336,770
IIT Bombay,"Civil Engineering (4 Years, B. Tech)",ST (PwD),Gender-Neutral,8,8
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1,67
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,"Female-only (including
Supernumerary)",56,291
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)","OPEN
(PwD)",Gender-Neutral,3,5
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Female-only (including,35,35
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,6,20
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",EWS,"Female-only (including
Supernumerary)",29,74
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,2,2
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,10,58
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,"Female-only (including
Supernumerary)",59,227
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)","OBC-NCL
(PwD)",Gender-Neutral,5,7
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)","OBC-NCL
(PwD)","Female-only (including
Supernumerary)",44,44
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2,27
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",SC,"Female-only (including
Supernumerary)",31,113
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",SC (PwD),Gender-Neutral,5,5
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1,10
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",ST,"Female-only (including
Supernumerary)",40,87
IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",ST (PwD),Gender-Neutral,1,1
IIT Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,1370,2102
IIT Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,"Female-only (including
Supernumerary)",2715,5963
