Institute,Program,Quota,Seat Type,Gender,OR,CR
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),21163.0,25525.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,588.0,681.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2885.0,2988.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),4652.0,4652.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,5169.0,7519.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),10540.0,12056.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,262.0,262.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2322.0,4473.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2879.0,4800.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,70.0,70.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,937.0,2063.0
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1890.0,1953.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,14820.0,30922.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),21732.0,31595.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1047.0,1047.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4422.0,4501.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,9117.0,11022.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),14037.0,14493.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,415.0,415.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,4705.0,6952.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),7815.0,8231.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2476.0,2966.0
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2738.0,2738.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,14734.0,33997.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1031.0,1037.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4922.0,5565.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,10815.0,12809.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,755.0,755.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3419.0,6865.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2021.0,3642.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,34868.0,41134.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1247.0,1247.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5979.0,6418.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13141.0,14351.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,7233.0,8186.0
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3513.0,4193.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,12675.0,20072.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,873.0,946.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2813.0,3156.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,197.0,197.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,5468.0,7996.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,370.0,498.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3542.0,5239.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2069.0,2564.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,20102.0,21670.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1205.0,1205.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3250.0,3489.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,6186.0,8919.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,675.0,675.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,5374.0,5939.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,2648.0,2861.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,17616.0,26667.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1229.0,1229.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3805.0,4290.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,7804.0,9587.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,4648.0,5989.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2331.0,2540.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,28810.0,36676.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5357.0,5667.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,12026.0,13287.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,6692.0,7890.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3921.0,4164.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,24855.0,30394.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1534.0,1534.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4459.0,4613.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,8490.0,11045.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,6300.0,7036.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,2804.0,3901.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10891.0,26257.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,363.0,1535.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3716.0,4360.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,7195.0,10178.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,696.0,843.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2935.0,6926.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,663.0,2775.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,26376.0,36279.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5417.0,5757.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,10279.0,13127.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,6922.0,7969.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2846.0,3445.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10581.0,19963.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),14623.0,25584.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,964.0,1404.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2834.0,3173.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3698.0,4192.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,5115.0,7719.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6622.0,10517.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,729.0,884.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2634.0,5106.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4159.0,7197.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,961.0,2248.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2543.0,2747.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,20118.0,21613.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),26853.0,27553.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1406.0,1406.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3236.0,3377.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),4527.0,4527.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,7724.0,8302.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),10645.0,11618.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,5252.0,5805.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),7601.0,7601.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,2557.0,2910.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,5493.0,9700.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),12298.0,16845.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,274.0,293.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),984.0,984.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1295.0,1574.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2337.0,2872.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,71.0,71.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2832.0,3760.0
