Institute,Program,Quota,Seat Type,Gender,OR,CR
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5145.0,6997.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,188.0,188.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1502.0,1941.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2938.0,4624.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,113.0,113.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,705.0,924.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1350.0,1581.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,5877.0,10233.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),12232.0,15072.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,447.0,447.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1396.0,1624.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2416.0,2416.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3059.0,3597.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7167.0,7167.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,SC,Gender-Neutral,1416.0,2043.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4502.0,4502.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, B.Tech)",AI,ST,Gender-Neutral,833.0,927.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1711.0,5282.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),2849.0,9436.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,65.0,153.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),250.0,250.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,660.0,852.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1305.0,1813.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,33.0,33.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1099.0,2024.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2975.0,4532.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,89.0,133.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),158.0,158.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,318.0,1230.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),657.0,2381.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,38.0,40.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,250.0,564.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),364.0,1040.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST (PwD),Gender-Neutral,32.0,32.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4532.0,5704.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),9393.0,9657.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,345.0,345.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,EWS,Gender-Neutral,736.0,904.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1846.0,1846.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1401.0,2272.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4553.0,4553.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,SC,Gender-Neutral,899.0,1232.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3362.0,3362.0
"Indian Institute of Information Technology, Allahabad","Information Technology (Under Flexible Academic Program) (4 Years, B.Tech)",AI,ST,Gender-Neutral,517.0,572.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,3458.0,5598.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),7308.0,9882.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,236.0,236.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,825.0,874.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1869.0,1869.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2065.0,2283.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4579.0,4900.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,165.0,165.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,SC,Gender-Neutral,1233.0,1314.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2446.0,2446.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,ST,Gender-Neutral,609.0,613.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1363.0,1363.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,7419.0,15944.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),14798.0,20657.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,526.0,526.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),893.0,893.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2319.0,2669.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3607.0,3725.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4019.0,5822.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5374.0,8374.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,358.0,358.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1676.0,3119.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3495.0,4458.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1084.0,1358.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1811.0,1811.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10422.0,16536.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),14295.0,22958.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,578.0,578.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2709.0,2839.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3829.0,3829.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4945.0,6032.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8705.0,8900.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,363.0,363.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,SC,Gender-Neutral,2567.0,3498.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4696.0,4696.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,ST,Gender-Neutral,859.0,1318.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1903.0,1903.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,15390.0,26102.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),23502.0,28439.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1112.0,1117.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),1184.0,1184.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3749.0,4127.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),4389.0,5711.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,6954.0,9276.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8080.0,13142.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,474.0,474.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3715.0,4985.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),5703.0,6463.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1376.0,1879.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2086.0,2459.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,27535.0,46322.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),43519.0,54748.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,7087.0,7245.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),8049.0,8579.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13295.0,15040.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),16901.0,19363.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,5738.0,7236.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),9011.0,9775.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2973.0,3049.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),3480.0,3480.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,16756.0,47308.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),50211.0,54961.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,EWS,Gender-Neutral,7662.0,8034.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),9461.0,9461.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13002.0,14457.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),19209.0,19577.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,SC,Gender-Neutral,6717.0,8174.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),9868.0,9868.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,ST,Gender-Neutral,3259.0,3517.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),3660.0,3660.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,6801.0,13707.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),12593.0,20015.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,497.0,586.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),962.0,962.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1868.0,2192.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3004.0,3240.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,99.0,99.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3131.0,4937.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6469.0,8173.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,263.0,345.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),450.0,450.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1827.0,2977.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3443.0,5172.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,616.0,1163.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1651.0,2253.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, B.Tech)",AI,ST (PwD),Gender-Neutral,15.0,15.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,14115.0,20861.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),23475.0,27954.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,953.0,961.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),1703.0,1703.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2998.0,3344.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),4668.0,4976.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,5095.0,7429.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8452.0,12202.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,386.0,386.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3144.0,3961.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4858.0,6733.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1239.0,1499.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2045.0,2360.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,33990.0,42704.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),41337.0,50859.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,6292.0,6644.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),8007.0,8007.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,12840.0,14644.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),17796.0,19961.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2358.0,6772.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),8821.0,10149.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2682.0,3041.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2965.0,2965.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,39419.0,46924.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),50456.0,57923.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,EWS,Gender-Neutral,6918.0,7841.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),8548.0,8548.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13765.0,15238.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),18488.0,22951.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,SC,Gender-Neutral,7596.0,8269.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),11119.0,11419.0
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, B.Tech)",AI,ST,Gender-Neutral,2378.0,3461.0
