Institute,Program,Quota,Seat Type,Gender,OR,CR
"Assam University, Silchar","Computer Science and Engineering (4 Years, B.Tech)",HS,SC,Female-only (including Supernumerary),18185.0,18185.0
"Assam University, Silchar","Computer Science and Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,4140.0,4547.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,48381.0,59602.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),55574.0,55672.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1629.0,1629.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,8869.0,8992.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,17113.0,18415.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),18813.0,18813.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,9328.0,9977.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),10897.0,10897.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3530.0,4255.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,85701.0,119711.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,OPEN,Female-only (including Supernumerary),108096.0,137387.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,18420.0,19160.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,EWS,Female-only (including Supernumerary),22476.0,22476.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,OBC-NCL,Gender-Neutral,51921.0,63526.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,OBC-NCL,Female-only (including Supernumerary),53440.0,53440.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,14627.0,16252.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,SC,Female-only (including Supernumerary),22257.0,22257.0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,4418.0,4621.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,913.0,1183.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,394.0,409.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,268.0,344.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,103.0,103.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,1737.0,5086.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,1389.0,2074.0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,404.0,683.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,12018.0,18434.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1068.0,1068.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2676.0,2784.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,189.0,189.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",AI,SC,Gender-Neutral,3462.0,4268.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",AI,ST,Gender-Neutral,1791.0,1929.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,24810.0,31417.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",HS,EWS,Gender-Neutral,4770.0,5115.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",HS,SC,Gender-Neutral,8805.0,9784.0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, B.Tech)",HS,ST,Gender-Neutral,5177.0,5820.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,38956.0,56495.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,8525.0,8972.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,9831.0,9999.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,4876.0,4876.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,71925.0,80238.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",HS,EWS,Gender-Neutral,13093.0,13745.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",HS,SC,Gender-Neutral,17545.0,18957.0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, B.Tech)",HS,ST,Gender-Neutral,8496.0,15450.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,39144.0,54086.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,8277.0,8823.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,7862.0,9881.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,4587.0,5110.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,55136.0,67582.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,11744.0,12592.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,15635.0,17241.0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,8756.0,19689.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,44171.0,54036.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1678.0,1678.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,8261.0,8422.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,7363.0,8461.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2523.0,2978.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,56493.0,69852.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,10793.0,11682.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,10553.0,16375.0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,6769.0,10575.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,6907.0,15991.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,781.0,1172.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2346.0,2646.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,160.0,160.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1718.0,3821.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,706.0,1667.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,16268.0,24511.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",HS,OPEN (PwD),Gender-Neutral,2083.0,2218.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,3529.0,4620.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,4114.0,9124.0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,1750.0,5150.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,25510.0,32058.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5132.0,5347.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,5584.0,7732.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2123.0,3132.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,32432.0,40448.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,5968.0,7577.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,10845.0,11383.0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,6048.0,9988.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,16221.0,25139.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,2255.0,2309.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3705.0,4124.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3615.0,6644.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1821.0,3396.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,25342.0,33548.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,5259.0,6858.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,9471.0,10462.0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,5520.0,9008.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,59299.0,61954.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,9406.0,9434.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,9404.0,10516.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,5165.0,5165.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,81277.0,94692.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,16106.0,16106.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,14180.0,14180.0
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,21910.0,21910.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,17892.0,34333.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,5013.0,5960.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,6905.0,8735.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,4141.0,4216.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,38999.0,65558.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,11620.0,13206.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,11746.0,21471.0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,11644.0,19603.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,20501.0,44402.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,6845.0,7310.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,8016.0,9463.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3533.0,4279.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,45276.0,55052.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,8160.0,11487.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,11241.0,14321.0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,6262.0,12240.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,33200.0,57965.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,8894.0,8894.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,5720.0,10450.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,5357.0,5357.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,74343.0,88885.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,16436.0,16582.0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,20737.0,20737.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,47885.0,58561.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,8991.0,9118.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,9444.0,10503.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,4562.0,4652.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",HS,OPEN,Gender-Neutral,61984.0,77321.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",HS,EWS,Gender-Neutral,11930.0,13580.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",HS,SC,Gender-Neutral,17475.0,21194.0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, B.Tech)",HS,ST,Gender-Neutral,12894.0,23357.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,23687.0,39569.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,OPEN (PwD),Gender-Neutral,1072.0,1072.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,7008.0,7017.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,4907.0,5946.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,3716.0,3716.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,45177.0,73660.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,14389.0,14389.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,21102.0,21102.0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,11728.0,16981.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,33136.0,64720.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,921.0,2320.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,9471.0,10155.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,18593.0,21239.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3530.0,10443.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3786.0,5337.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,60166.0,77394.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,11327.0,11836.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,22526.0,24588.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,8572.0,11873.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,4485.0,4911.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,65137.0,74499.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,10890.0,11261.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,21485.0,23444.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,4212.0,12247.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,5303.0,5711.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,59563.0,90331.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,13009.0,13488.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,26597.0,28112.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,11126.0,13554.0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,4963.0,6035.0
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,70006.0,92721.0
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,13610.0,13799.0
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,27573.0,28653.0
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,11846.0,13846.0
