Institute,Program,Quota,Seat Type,Gender,OR,CR
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","CSE ( Data Science & Analytics) (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,1279.0,1279.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","CSE ( Data Science & Analytics) (4 Years, B.Tech)",AI,SC,Gender-Neutral,7401.0,9056.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","CSE ( Data Science & Analytics) (4 Years, B.Tech)",AI,ST,Gender-Neutral,4101.0,4443.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,26120.0,32173.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1547.0,1547.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5249.0,5444.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,13134.0,14394.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,7943.0,8919.0
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,3806.0,4544.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,17649.0,28335.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),28756.0,28910.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,709.0,1505.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4629.0,5056.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),5436.0,5436.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,8416.0,12090.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,966.0,966.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3954.0,6890.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3614.0,3981.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Cyber Security) (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,24797.0,31872.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Cyber Security) (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,484.0,484.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Cyber Security) (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5543.0,5586.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Cyber Security) (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,10451.0,13111.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Cyber Security) (4 Years, B.Tech)",AI,SC,Gender-Neutral,6991.0,8712.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Cyber Security) (4 Years, B.Tech)",AI,ST,Gender-Neutral,4542.0,4580.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Data Science) (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,27980.0,30485.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Data Science) (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5311.0,5484.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Data Science) (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,11265.0,13073.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Data Science) (4 Years, B.Tech)",AI,SC,Gender-Neutral,7494.0,7990.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (Data Science) (4 Years, B.Tech)",AI,ST,Gender-Neutral,4490.0,4605.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,28230.0,37935.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),37389.0,37389.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,3688.0,3688.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,6161.0,6728.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,12339.0,16185.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),17889.0,17889.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,7166.0,9737.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),10873.0,10873.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3118.0,4987.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,29569.0,33023.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),30920.0,30920.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1717.0,1717.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,5420.0,6044.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,12245.0,14170.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),17018.0,17018.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,5026.0,9195.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,3694.0,4937.0
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),4365.0,4365.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,12583.0,28509.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),25567.0,32036.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,710.0,710.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4532.0,4983.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,8346.0,11996.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),12461.0,12461.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,SC,Gender-Neutral,5423.0,7771.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, B.Tech)",AI,ST,Gender-Neutral,2718.0,3902.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,15850.0,26444.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11742.0,30676.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1162.0,1335.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4199.0,4857.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),5250.0,5599.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,295.0,295.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,7089.0,11112.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),10622.0,12540.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,555.0,882.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,4696.0,8121.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),7118.0,7928.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,184.0,184.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,2438.0,3930.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2895.0,2895.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,27898.0,36490.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),31852.0,38333.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1774.0,1774.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,6078.0,6535.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,11733.0,14065.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),12833.0,13601.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,1333.0,1333.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,6520.0,9656.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),10281.0,10281.0
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,3861.0,4141.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10274.0,21838.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),23161.0,30490.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,1383.0,1946.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),681.0,681.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,3655.0,4092.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),5021.0,6025.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,390.0,390.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,6971.0,9909.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8473.0,15791.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,1113.0,1205.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,3805.0,7532.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),5936.0,7556.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1345.0,3451.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2494.0,2926.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,21896.0,23624.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),31434.0,33467.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,2100.0,2100.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,4101.0,4255.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),6420.0,6420.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,8800.0,11316.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),15814.0,16080.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,7544.0,8179.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),6596.0,6596.0
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,2882.0,3507.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,5569.0,7758.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),10761.0,14319.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,337.0,344.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),487.0,487.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1063.0,1376.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2165.0,2348.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,92.0,92.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2428.0,3558.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6185.0,7281.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,193.0,193.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1144.0,2402.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2564.0,4416.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,88.0,88.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,910.0,1310.0
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),2680.0,2784.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1581.0,5202.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),4142.0,9457.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,229.0,284.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),1011.0,1011.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,724.0,986.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1389.0,1801.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,52.0,52.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1119.0,2509.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2473.0,5104.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,174.0,261.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),502.0,502.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,609.0,1562.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1036.0,3003.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,27.0,44.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,441.0,888.0
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),962.0,1879.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4252.0,5392.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),9159.0,9754.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,280.0,280.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,887.0,994.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2009.0,2009.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1950.0,2639.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5184.0,5423.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,278.0,278.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,SC,Gender-Neutral,1023.0,1695.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),836.0,836.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,ST,Gender-Neutral,916.0,952.0
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1893.0,1893.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,24530.0,39290.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,6555.0,7490.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,11596.0,15798.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,1244.0,1244.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,6697.0,8025.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,2782.0,3122.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Gender-Neutral,25389.0,32117.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),33257.0,40124.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,2109.0,2109.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,EWS,Gender-Neutral,5569.0,5662.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL,Gender-Neutral,10937.0,11387.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),14391.0,14391.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,SC,Gender-Neutral,5458.0,6619.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,SC,Female-only (including Supernumerary),8319.0,8319.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, B.Tech & M.Tech (Dual Degree))",AI,ST,Gender-Neutral,2960.0,2960.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Gender-Neutral,20405.0,27848.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),27612.0,33349.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,2146.0,2146.0
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, B.Tech & M.Tech (Dual Degree))",AI,EWS,Gender-Neutral,5284.0,6451.0
