Institute,Program,Seat Type,Gender,OR,CR
IIT Delhi,Materials Engineering (4 Years B.Tech),SC,Gender-Neutral,1345,1408
IIT Delhi,Materials Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2545,2545
IIT Delhi,Materials Engineering (4 Years B.Tech),ST,Gender-Neutral,797,813
IIT Delhi,Materials Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1341,1341
IIT Indore,Chemical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1326,1402
IIT Indore,Chemical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2385,2385
IIT Indore,Chemical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3015,3568
IIT Indore,Chemical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6714,6965
IIT Indore,Chemical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,7109,7913
IIT Indore,Chemical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15679,16378
IIT Indore,Chemical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,164,164
IIT Indore,Chemical Engineering (4 Years B.Tech),SC,Gender-Neutral,1513,1913
IIT Indore,Chemical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2786,2786
IIT Indore,Chemical Engineering (4 Years B.Tech),ST,Gender-Neutral,848,922
IIT Indore,Chemical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1642,1642
IIT Indore,Civil Engineering (4 Years B.Tech),EWS,Gender-Neutral,1299,1474
IIT Indore,Civil Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2775,2775
IIT Indore,Civil Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3390,3974
IIT Indore,Civil Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6590,7849
IIT Indore,Civil Engineering (4 Years B.Tech),OPEN,Gender-Neutral,8296,9773
IIT Indore,Civil Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),16460,18217
IIT Indore,Civil Engineering (4 Years B.Tech),SC,Gender-Neutral,1600,1881
IIT Indore,Civil Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3425,3731
IIT Indore,Civil Engineering (4 Years B.Tech),ST,Gender-Neutral,566,631
IIT Indore,Civil Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1363,1363
IIT Indore,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,163,218
IIT Indore,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),716,749
IIT Indore,Computer Science and Engineering (4 Years B.Tech),EWS (PwD),Gender-Neutral,14,22
IIT Indore,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,301,649
IIT Indore,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),1053,1468
IIT Indore,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,16,16
IIT Indore,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,823,1389
IIT Indore,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),3499,4698
IIT Indore,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,47,57
IIT Indore,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,245,329
IIT Indore,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),604,728
IIT Indore,Computer Science and Engineering (4 Years B.Tech),SC (PwD),Gender-Neutral,12,12
IIT Indore,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,113,168
IIT Indore,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),154,154
IIT Indore,Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,451,744
IIT Indore,Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1460,1579
IIT Indore,Electrical Engineering (4 Years B.Tech),EWS (PwD),Gender-Neutral,38,38
IIT Indore,Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1193,1648
IIT Indore,Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),2688,4056
IIT Indore,Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,2359,3818
IIT Indore,Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),5167,8297
IIT Indore,Electrical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,53,270
IIT Indore,Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,660,997
IIT Indore,Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1470,1704
IIT Indore,Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,350,467
IIT Indore,Electrical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),656,656
IIT Indore,Engineering Physics (4 Years B.Tech),EWS,Gender-Neutral,1302,1511
IIT Indore,Engineering Physics (4 Years B.Tech),OBC-NCL,Gender-Neutral,3128,3618
IIT Indore,Engineering Physics (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8144,8144
IIT Indore,Engineering Physics (4 Years B.Tech),OPEN,Gender-Neutral,5765,7612
IIT Indore,Engineering Physics (4 Years B.Tech),OPEN,Female-only (including Supernumerary),13790,15115
IIT Indore,Engineering Physics (4 Years B.Tech),SC,Gender-Neutral,2066,2104
IIT Indore,Engineering Physics (4 Years B.Tech),SC,Female-only (including Supernumerary),4096,4096
IIT Indore,Engineering Physics (4 Years B.Tech),ST,Gender-Neutral,1173,1173
IIT Indore,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,824,1173
IIT Indore,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2103,2509
IIT Indore,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2198,2993
IIT Indore,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5542,6402
IIT Indore,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4946,6812
IIT Indore,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12137,14123
IIT Indore,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,1223,1702
IIT Indore,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3160,3569
IIT Indore,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,573,747
IIT Indore,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1636,1636
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),EWS,Gender-Neutral,1577,1821
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),EWS,Female-only (including Supernumerary),2989,2989
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),OBC-NCL,Gender-Neutral,3582,4524
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8322,8653
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),OPEN,Gender-Neutral,8299,10894
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),OPEN,Female-only (including Supernumerary),18413,19770
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),SC,Gender-Neutral,2163,2597
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),SC,Female-only (including Supernumerary),3223,4011
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),ST,Gender-Neutral,1175,1225
IIT Indore,Metallurgical Engineering and Materials Science (4 Years B.Tech),ST,Female-only (including Supernumerary),1734,1734
IIT Indore,Mathematics and Computing (4 Years B.Tech),EWS,Gender-Neutral,232,261
IIT Indore,Mathematics and Computing (4 Years B.Tech),EWS,Female-only (including Supernumerary),901,901
IIT Indore,Mathematics and Computing (4 Years B.Tech),OBC-NCL,Gender-Neutral,635,1064
IIT Indore,Mathematics and Computing (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),1807,2373
IIT Indore,Mathematics and Computing (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,121,121
IIT Indore,Mathematics and Computing (4 Years B.Tech),OPEN,Gender-Neutral,1591,2180
IIT Indore,Mathematics and Computing (4 Years B.Tech),OPEN,Female-only (including Supernumerary),4905,5064
IIT Indore,Mathematics and Computing (4 Years B.Tech),OPEN (PwD),Gender-Neutral,83,83
IIT Indore,Mathematics and Computing (4 Years B.Tech),SC,Gender-Neutral,575,719
IIT Indore,Mathematics and Computing (4 Years B.Tech),SC,Female-only (including Supernumerary),1041,1041
IIT Indore,Mathematics and Computing (4 Years B.Tech),ST,Gender-Neutral,260,287
IIT Indore,Mathematics and Computing (4 Years B.Tech),ST,Female-only (including Supernumerary),563,563
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),EWS,Gender-Neutral,1077,1307
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1916,3159
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5795,5795
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,5666,6640
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),10683,10970
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),SC,Gender-Neutral,1425,1668
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1731,1731
IIT Indore,Space Sciences and Engineering (4 Years B.Tech),ST,Gender-Neutral,719,719
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),EWS,Gender-Neutral,628,989
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2021,2021
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1741,2345
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4427,5661
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),OPEN,Gender-Neutral,2716,4745
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),10505,11444
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,269,269
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),SC,Gender-Neutral,502,1302
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2141,2606
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),ST,Gender-Neutral,557,799
IIT Kharagpur,Aerospace Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1219,1219
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),EWS,Gender-Neutral,1529,1744
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3247,3462
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3191,4488
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8281,8557
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),OPEN,Gender-Neutral,5515,10770
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15669,19903
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),SC,Gender-Neutral,2067,2523
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3377,4242
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),ST,Gender-Neutral,1053,1129
IIT Kharagpur,Agricultural and Food Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),343,343
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1371,1415
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3189,3189
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3326,3797
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6514,7866
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,5505,7972
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),14147,15493
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),SC,Gender-Neutral,2034,2294
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1404,2475
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),ST,Gender-Neutral,806,1002
IIT Kharagpur,Biotechnology and Biochemical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1731,1731
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),EWS,Gender-Neutral,710,911
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1858,2117
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1779,2388
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4348,5232
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,3905,4848
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),8646,11646
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,247,247
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),SC,Gender-Neutral,497,1297
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1292,2540
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),ST,Gender-Neutral,683,740
IIT Kharagpur,Chemical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),375,938
IIT Kharagpur,Civil Engineering (4 Years B.Tech),EWS,Gender-Neutral,1032,1214
IIT Kharagpur,Civil Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2357,2478
IIT Kharagpur,Civil Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2031,2991
IIT Kharagpur,Civil Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5456,6337
IIT Kharagpur,Civil Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4902,6992
IIT Kharagpur,Civil Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12769,15388
IIT Kharagpur,Civil Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,149,149
IIT Kharagpur,Civil Engineering (4 Years B.Tech),SC,Gender-Neutral,1232,1578
IIT Kharagpur,Civil Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1170,1474
IIT Kharagpur,Civil Engineering (4 Years B.Tech),ST,Gender-Neutral,405,541
IIT Kharagpur,Civil Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),960,1158
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,53,67
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),171,306
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),EWS (PwD),Gender-Neutral,7,9
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,91,209
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),396,601
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,7,7
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,226,415
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),1172,1661
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,20,22
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Female-only (including Supernumerary),66,66
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,17,137
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),151,414
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),SC (PwD),Gender-Neutral,6,6
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,33,67
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),183,206
IIT Kharagpur,Computer Science and Engineering (4 Years B.Tech),ST (PwD),Gender-Neutral,5,5
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,268,349
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),847,974
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,719,944
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),1657,2057
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,29,29
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,1460,2016
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),4312,5599
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,112,19
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,415,544
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1244,1307
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,225,257
IIT Kharagpur,Electrical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),551,618
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),EWS,Gender-Neutral,185,228
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),519,802
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),EWS (PwD),Gender-Neutral,30,30
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,234,687
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),977,1672
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,32,25
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OPEN,Gender-Neutral,516,1448
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),1815,3816
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,21,72
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),OPEN (PwD),Female-only (including Supernumerary),297,297
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),SC,Gender-Neutral,157,390
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),664,1135
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),SC (PwD),Gender-Neutral,9,9
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),ST,Gender-Neutral,110,219
IIT Kharagpur,Electronics and Electrical Communication Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),372,448
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),EWS,Gender-Neutral,403,510
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1663,1663
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1103,1302
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),3385,3448
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),OPEN,Gender-Neutral,2022,2481
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),6373,6582
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,167,167
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),SC,Gender-Neutral,609,895
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1880,1880
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),ST,Gender-Neutral,505,583
IIT Kharagpur,Instrumentation Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1540,1540
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,934,1328
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2407,2407
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2322,3292
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5944,6497
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4649,6067
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12350,12933
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,1820,2076
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3147,3665
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,952,1034
IIT Kharagpur,Manufacturing Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1677,1677
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,584,703
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1435,1864
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1137,1721
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),3638,4493
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,2160,3613
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),6783,10732
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,188,356
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,607,966
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1567,2369
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,381,540
IIT Kharagpur,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),708,888
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),EWS,Gender-Neutral,1325,1359
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2697,2801
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2394,3378
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6844,7423
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),OPEN,Gender-Neutral,5472,7104
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12914,15082
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,388,388
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),SC,Gender-Neutral,1523,2109
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2762,2994
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),ST,Gender-Neutral,839,930
IIT Kharagpur,Metallurgical and Materials Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1622,1622
IIT Kharagpur,Mining Engineering (4 Years B.Tech),EWS,Gender-Neutral,1420,1572
IIT Kharagpur,Mining Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3206,3429
IIT Kharagpur,Mining Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3031,4015
IIT Kharagpur,Mining Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8100,8519
IIT Kharagpur,Mining Engineering (4 Years B.Tech),OPEN,Gender-Neutral,7431,10218
IIT Kharagpur,Mining Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),16126,19143
IIT Kharagpur,Mining Engineering (4 Years B.Tech),SC,Gender-Neutral,1678,2285
IIT Kharagpur,Mining Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3003,4060
IIT Kharagpur,Mining Engineering (4 Years B.Tech),ST,Gender-Neutral,933,1085
IIT Kharagpur,Mining Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),69,184
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),EWS,Gender-Neutral,1441,1695
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),EWS,Female-only (including Supernumerary),3390,3741
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),OBC-NCL,Gender-Neutral,3313,4208
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),7362,8540
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),OPEN,Gender-Neutral,7876,9098
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),OPEN,Female-only (including Supernumerary),16598,17790
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),SC,Gender-Neutral,2174,2357
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),SC,Female-only (including Supernumerary),3618,3976
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),ST,Gender-Neutral,1128,1192
IIT Kharagpur,Ocean Engineering and Naval Architecture (4 Years B.Tech),ST,Female-only (including Supernumerary),294,294
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),EWS,Gender-Neutral,518,772
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1665,1665
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1112,2307
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),3669,5032
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),OPEN,Gender-Neutral,2915,4364
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),7214,10726
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,155,155
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),SC,Gender-Neutral,1171,1653
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2378,2552
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),ST,Gender-Neutral,567,840
IIT Kharagpur,Industrial and Systems Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1200,1200
IIT Kharagpur,Artificial Intelligence (4 Years B.Tech),EWS,Gender-Neutral,120,138
IIT Kharagpur,Artificial Intelligence (4 Years B.Tech),EWS,Female-only (including Supernumerary),355,355
