Institute,Program,Seat Type,Gender,OR,CR
IIT Madras,Engineering Physics (4 Years B.Tech),SC,Female-only (including Supernumerary),685,685
IIT Madras,Engineering Physics (4 Years B.Tech),ST,Gender-Neutral,908,1022
IIT Madras,Engineering Physics (4 Years B.Tech),ST,Female-only (including Supernumerary),1429,1429
IIT Madras,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,359,577
IIT Madras,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),845,1385
IIT Madras,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,509,1199
IIT Madras,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),2292,3442
IIT Madras,Mechanical Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,93,93
IIT Madras,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,458,2310
IIT Madras,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),2868,6678
IIT Madras,Mechanical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,120,156
IIT Madras,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,375,792
IIT Madras,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),647,1467
IIT Madras,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,150,369
IIT Madras,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),458,715
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),EWS,Gender-Neutral,1019,1263
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2109,2109
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2010,2463
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4498,5297
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),OPEN,Gender-Neutral,3770,4748
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),9735,10699
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,340,340
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),SC,Gender-Neutral,1328,1679
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1564,2722
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),ST,Gender-Neutral,629,784
IIT Madras,Metallurgical and Materials Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1339,1339
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),EWS,Gender-Neutral,1084,1568
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2710,2807
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2615,3210
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5654,6778
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,133,133
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4274,7404
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12471,13618
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,272,272
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),SC,Gender-Neutral,1355,2224
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2720,3007
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),ST,Gender-Neutral,770,1056
IIT Madras,Naval Architecture and Ocean Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),139,139
IIT Madras,Biological Science (4 Years B.Sc),EWS,Gender-Neutral,1561,1743
IIT Madras,Biological Science (4 Years B.Sc),EWS,Female-only (including Supernumerary),2996,2996
IIT Madras,Biological Science (4 Years B.Sc),OBC-NCL,Gender-Neutral,4045,4682
IIT Madras,Biological Science (4 Years B.Sc),OBC-NCL,Female-only (including Supernumerary),6950,7692
IIT Madras,Biological Science (4 Years B.Sc),OPEN,Gender-Neutral,8849,10682
IIT Madras,Biological Science (4 Years B.Sc),OPEN,Female-only (including Supernumerary),12473,14739
IIT Madras,Biological Science (4 Years B.Sc),SC,Gender-Neutral,2517,2778
IIT Madras,Biological Science (4 Years B.Sc),SC,Female-only (including Supernumerary),4048,4048
IIT Madras,Biological Science (4 Years B.Sc),ST,Gender-Neutral,1325,1359
IIT Madras,Biological Science (4 Years B.Sc),ST,Female-only (including Supernumerary),1691,1691
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Gender-Neutral,883,883
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Gender-Neutral,1395,1455
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Female-only (including Supernumerary),3953,3953
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Gender-Neutral,2199,2984
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Female-only (including Supernumerary),2184,2184
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),SC,Gender-Neutral,995,995
IIT Madras,Aerospace Engineering (5 Years B.Tech & M.Tech (Dual Degree)),ST,Gender-Neutral,503,503
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Gender-Neutral,790,1235
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Female-only (including Supernumerary),2744,2744
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Gender-Neutral,933,1772
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Female-only (including Supernumerary),2860,3896
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Gender-Neutral,1828,3656
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Female-only (including Supernumerary),6825,8939
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),OPEN (PwD),Gender-Neutral,359,359
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),SC,Gender-Neutral,778,1571
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),SC,Female-only (including Supernumerary),2110,2280
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),ST,Gender-Neutral,998,1133
IIT Madras,Engineering Design (5 Years B.Tech & M.Tech (Dual Degree)),ST,Female-only (including Supernumerary),979,979
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),EWS,Gender-Neutral,942,942
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),OBC-NCL,Gender-Neutral,1804,2369
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),OBC-NCL,Female-only (including Supernumerary),5459,5459
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),OPEN,Gender-Neutral,1292,2742
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),OPEN,Female-only (including Supernumerary),7069,7069
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),SC,Gender-Neutral,1784,1784
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),SC,Female-only (including Supernumerary),3152,3152
IIT Madras,Physics (5 Years B.Sc and Master of Science (Dual Degree)),ST,Gender-Neutral,1149,1149
IIT Madras,Biological Engineering (4 Years B.Tech),EWS,Gender-Neutral,1142,1384
IIT Madras,Biological Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2205,2205
IIT Madras,Biological Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2456,3364
IIT Madras,Biological Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5526,6929
IIT Madras,Biological Engineering (4 Years B.Tech),OPEN,Gender-Neutral,3135,5755
IIT Madras,Biological Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),5326,9871
IIT Madras,Biological Engineering (4 Years B.Tech),SC,Gender-Neutral,1727,2266
IIT Madras,Biological Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2942,2942
IIT Madras,Biological Engineering (4 Years B.Tech),ST,Gender-Neutral,1057,1090
IIT Madras,Biological Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1566,1566
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),EWS,Gender-Neutral,80,104
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),EWS,Female-only (including Supernumerary),298,298
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),OBC-NCL,Gender-Neutral,137,207
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),306,503
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,30,30
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),OPEN,Gender-Neutral,132,419
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),OPEN,Female-only (including Supernumerary),1079,1379
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),OPEN (PwD),Gender-Neutral,43,43
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),SC,Gender-Neutral,119,198
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),SC,Female-only (including Supernumerary),237,237
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),ST,Gender-Neutral,38,83
IIT Madras,Artificial Intelligence and Data Analytics (4 Years B.Tech),ST,Female-only (including Supernumerary),218,218
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1281,1553
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3039,3039
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3134,3800
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6706,7934
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,6353,8269
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),14225,15791
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),SC,Gender-Neutral,1460,2125
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3126,3126
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),ST,Gender-Neutral,1075,1146
IIT Gandhinagar,Chemical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),159,159
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),EWS,Gender-Neutral,1563,1761
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2965,2965
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3093,4148
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8117,8173
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),OPEN,Gender-Neutral,8338,10234
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),16078,17839
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),SC,Gender-Neutral,2065,2356
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3416,3416
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),ST,Gender-Neutral,485,651
IIT Gandhinagar,Civil Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1199,1199
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,222,264
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),770,770
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,411,750
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),1602,1714
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Female-only (including Supernumerary),56,56
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,811,1708
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),2427,4592
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,71,71
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,259,338
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),828,828
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),SC (PwD),Gender-Neutral,21,21
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,155,207
IIT Gandhinagar,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),374,374
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,767,842
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1697,1697
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1415,1930
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4489,4896
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,2835,4055
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),6395,8494
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,1028,1354
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1984,1984
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,500,534
IIT Gandhinagar,Electrical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),955,955
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,953,1217
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2705,2705
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2646,3075
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6809,7095
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4859,6344
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),10210,13488
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,666,1725
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3892,3892
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,759,780
IIT Gandhinagar,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1407,1407
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),EWS,Gender-Neutral,305,361
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),EWS,Female-only (including Supernumerary),1182,1182
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),OBC-NCL,Gender-Neutral,908,1115
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),2317,2534
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),OPEN,Gender-Neutral,1804,2309
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),OPEN,Female-only (including Supernumerary),4703,4824
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),OPEN (PwD),Gender-Neutral,108,108
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),SC,Gender-Neutral,512,649
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),SC,Female-only (including Supernumerary),989,989
IIT Gandhinagar,Artificial Intelligence (4 Years B.Tech),ST,Gender-Neutral,125,249
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Gender-Neutral,394,394
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Female-only (including Supernumerary),1163,1163
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Gender-Neutral,923,1048
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Female-only (including Supernumerary),2950,2950
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL (PwD),Gender-Neutral,105,105
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Gender-Neutral,1836,2234
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Female-only (including Supernumerary),5172,5172
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),SC,Gender-Neutral,418,490
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),ST,Gender-Neutral,367,367
IIT Gandhinagar,Computer Science and Engineering (5 Years B.Tech & M.Tech (Dual Degree)),ST,Female-only (including Supernumerary),644,644
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Gender-Neutral,904,904
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Female-only (including Supernumerary),1791,1791
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Gender-Neutral,1806,2274
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Female-only (including Supernumerary),5783,5783
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Gender-Neutral,3932,4588
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Female-only (including Supernumerary),8611,8611
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),SC,Gender-Neutral,1468,1633
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),ST,Gender-Neutral,710,710
IIT Gandhinagar,Electrical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),ST,Female-only (including Supernumerary),1021,1021
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Gender-Neutral,1350,1489
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),EWS,Female-only (including Supernumerary),2795,2795
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Gender-Neutral,3201,3498
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OBC-NCL,Female-only (including Supernumerary),7139,7139
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Gender-Neutral,6581,7422
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),OPEN,Female-only (including Supernumerary),13636,14114
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),SC,Gender-Neutral,1998,2060
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),SC,Female-only (including Supernumerary),3637,3637
IIT Gandhinagar,Mechanical Engineering (5 Years B.Tech & M.Tech (Dual Degree)),ST,Gender-Neutral,944,944
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),EWS,Gender-Neutral,1825,1891
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3708,3708
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,4192,4653
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8171,8171
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),OPEN,Gender-Neutral,8632,11298
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),16409,17233
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),SC,Gender-Neutral,2374,2741
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2821,2821
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),ST,Gender-Neutral,1227,1269
IIT Gandhinagar,Materials Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),806,806
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),EWS,Gender-Neutral,527,747
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),EWS,Female-only (including Supernumerary),1282,1282
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),OBC-NCL,Gender-Neutral,1347,2660
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4751,5545
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),OPEN,Gender-Neutral,2458,4349
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),OPEN,Female-only (including Supernumerary),7247,7281
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),SC,Gender-Neutral,1015,1558
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),SC,Female-only (including Supernumerary),2918,2918
IIT Gandhinagar,Integrated Circuit Design & Technology (4 Years B.Tech),ST,Gender-Neutral,1014,1069
IIT Patna,Chemical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1726,1940
IIT Patna,Chemical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3395,3395
IIT Patna,Chemical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,4236,4836
IIT Patna,Chemical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8339,8805
IIT Patna,Chemical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,10776,12519
IIT Patna,Chemical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),20166,21996
IIT Patna,Chemical Engineering (4 Years B.Tech),SC,Gender-Neutral,2195,2592
IIT Patna,Chemical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),4041,4097
IIT Patna,Chemical Engineering (4 Years B.Tech),ST,Gender-Neutral,1135,1245
IIT Patna,Chemical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1722,1722
IIT Patna,Chemical Science and Technology (4 Years B.Tech),EWS,Gender-Neutral,1985,2201
IIT Patna,Chemical Science and Technology (4 Years B.Tech),EWS,Female-only (including Supernumerary),3779,3779
IIT Patna,Chemical Science and Technology (4 Years B.Tech),OBC-NCL,Gender-Neutral,5025,5437
IIT Patna,Chemical Science and Technology (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),9036,9036
IIT Patna,Chemical Science and Technology (4 Years B.Tech),OPEN,Gender-Neutral,11793,14062
IIT Patna,Chemical Science and Technology (4 Years B.Tech),OPEN,Female-only (including Supernumerary),22292,22410
IIT Patna,Chemical Science and Technology (4 Years B.Tech),SC,Gender-Neutral,2713,3075
IIT Patna,Chemical Science and Technology (4 Years B.Tech),SC,Female-only (including Supernumerary),3964,3964
IIT Patna,Chemical Science and Technology (4 Years B.Tech),ST,Gender-Neutral,1239,1252
IIT Patna,Chemical Science and Technology (4 Years B.Tech),ST,Female-only (including Supernumerary),1016,1016
IIT Patna,Civil Engineering (4 Years B.Tech),EWS,Gender-Neutral,2040,2127
IIT Patna,Civil Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3967,3967
IIT Patna,Civil Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,4184,5194
IIT Patna,Civil Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8731,9291
IIT Patna,Civil Engineering (4 Years B.Tech),OPEN,Gender-Neutral,12287,14579
IIT Patna,Civil Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),22663,23883
IIT Patna,Civil Engineering (4 Years B.Tech),SC,Gender-Neutral,2430,2648
IIT Patna,Civil Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3991,4292
IIT Patna,Civil Engineering (4 Years B.Tech),ST,Gender-Neutral,989,1110
IIT Patna,Civil Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),141,141
IIT Patna,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,380,445
IIT Patna,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),994,1301
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,770,1135
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),2522,2975
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,100,100
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,1760,3144
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),4695,7192
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,173,36
IIT Patna,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Female-only (including Supernumerary),124,124
IIT Patna,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,499,681
IIT Patna,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),837,1887
IIT Patna,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,306,404
IIT Patna,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),444,444
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),EWS,Gender-Neutral,725,910
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2145,2145
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1895,2197
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4835,5603
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4119,5732
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),11192,12036
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,290,290
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),SC,Gender-Neutral,1209,1312
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2041,2041
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),ST,Gender-Neutral,672,803
IIT Patna,Electronics and Communication Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1372,1372
IIT Patna,Engineering Physics (4 Years B.Tech),EWS,Gender-Neutral,2030,2195
IIT Patna,Engineering Physics (4 Years B.Tech),EWS,Female-only (including Supernumerary),3768,3768
IIT Patna,Engineering Physics (4 Years B.Tech),OBC-NCL,Gender-Neutral,4351,5206
